trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
336,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,9,-2.651760002524079,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,0,-9.032022377193433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,10,-24.181043820011844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,0,-44.25033521434107,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.18359922902771786}",20,1,23.892747573731878,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,4,-29.72945792874782,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.18177238617536751}",20,12,3.2776254079473155,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,11,-37.13917492414977,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.17996372071311217}",20,11,5.010125214649657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17906614791149322}",25,14,20.56723227653724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17817305177289841}",35,13,-6.126165103319962,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,3,-2.96965217692987,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17640020028633999}",25,10,26.013784279352674,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,11,14.952711052101266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17464498896681085}",25,10,12.185693322987985,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,8,2.9993014795889192,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17290724229171636}",30,14,32.59122414787318,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,11,-9.31763958259324,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1711867864849409}",20,16,8.105314019380048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,13,3.5338547683382022,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16948344949947006}",20,6,25.422457805943335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,4,12.55453344464218,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.16779706100018585}",20,9,-37.36037625134899,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.16696016966704069}",20,0,16.393260546834288,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.16612745234683307}",20,7,16.48627452965758,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,6,27.912473942654433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.1644744565771549}",25,1,6.40680051114021,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,0,-26.064935135170323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.16283790839019696}",20,12,15.528565902889529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,18,10.94291855377036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16121764412977677}",25,15,23.227476289073945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,0,19.616958129976144,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.15961350176811803}",20,0,31.542013181814283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,1,35.46571072331623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.1580253208896478}",25,6,31.956833756881597,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15723716631362761}",20,0,25.234747084970067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.15645294267495474}",20,12,13.62677152650503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.15567263036799731}",25,16,9.36513583802806,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15489620988490704}",25,17,12.764934513993442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,14,13.957584366072705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.15335496684492847}",25,17,17.50218061633489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,8,9.263218879992534,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15182905942943059}",25,15,18.08116819183146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,9,8.751761669027658,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.15031833504640033}",25,13,16.469903033395575,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,7,36.10836542482604,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14882264262214037}",25,3,3.9393300997203204,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,13,-0.5033763469969423,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14734183258616193}",30,18,14.192473419742424,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,13,14.240501275051049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14587575685622736}",20,6,25.547412347535253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14514819848362373}",20,12,4.354094092804547,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14442426882354198}",30,11,30.482954304290033,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,11,27.265180880159246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.14298722333809288}",20,8,12.330278242036808,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14227407158651359}",20,6,26.352454508340987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.14156447669413402}",25,3,-17.94050845469607,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.140858420921045}",25,15,1.3538224424197682,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.14015588661581535}",25,16,12.634931367505235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,11,18.841622126560615,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13876131224295524}",20,14,9.396179695340853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,16,16.523168875681137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13738061411695424}",30,19,-12.882780454788787,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,3,11.769150952444374,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,12,14.976783418140602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,12,13.556083254200317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13466029569550586}",25,17,3.2083940228916648,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13398867466880493}",20,0,29.373893760795568,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.13332040336594936}",25,10,26.53455841729007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13265546508012172}",20,12,13.617612716885407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,6,26.535346417480543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13133552114849303}",30,19,22.81047411296506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.13068048250402503}",30,8,18.18784647362602,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.13002871087842591}",20,7,22.547013303167123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12938018997737108}",25,16,19.70017229296167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12873490358780423}",35,27,15.385996398982407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12809283557753198}",25,18,5.240077920375477,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,14,0.37663713867266013,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1268182905679951}",35,20,30.88524485745012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,8,20.20404229708694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.1255564274931972}",30,20,19.124254591918408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,16,4.981480492716325,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12430712016577938}",20,10,15.92615533789615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12368713581745483}",30,12,23.58077679316863,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12307024365396771}",25,7,7.310237960949652,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12245642825298191}",25,7,-22.68197316563933,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.12184567426908036}",20,12,17.526085846366367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12123796643338168}",30,15,23.369602671838305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.12063328955315826}",25,9,-0.66026755397588,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,13,15.287518198857555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11943296826671962}",20,10,19.234845346043723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,10,10.975199466191388,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.1182445903766354}",20,12,-26.803586987595803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,17,27.262951000447032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11706803704412637}",25,15,20.067749090062723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,7,16.305354872457016,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11590319061287874}",20,13,6.759853523905317,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11532512103806251}",30,8,-3.318199188520606,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.11474993459727875}",25,13,20.79169158879356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.1141776169108365}",30,19,21.469052474802936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11360815367076371}",25,7,-9.057872313139779,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
437,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,13,22.87263782503681,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11247773365428958}",25,14,21.611938248431333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,15,10.360249996240622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11135856150491262}",25,11,21.615964597667755,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11080315836233387}",30,13,-12.625276934563606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.11025052530448522}",20,7,23.45752608308391,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10970064851551141}",30,17,23.926979145660724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10915351424846406}",20,16,7.606040224693417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,0,35.87461584517892,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.10806741863482926}",25,14,19.891462276711337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,13,22.700259282947897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10699212985311449}",35,23,23.033812332884953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10645850437925281}",30,11,-8.26949662815968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.10592754037354536}",30,20,21.729142599012942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,8,10.386060635107746,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10487354373628691}",30,16,29.31801544549067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10435048475476499}",25,12,0.9126118874360407,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10383003454079692}",20,13,12.658678793313912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,23,15.680635815096661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.1027969084352864}",30,15,27.799373203057083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,0,20.31960375261842,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.10177406210628372}",30,10,-13.624355411550887,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,12,16.56164668412887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.10076139326830373}",35,15,38.718250467460535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.10025884372280371}",25,12,19.709373765285363,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.099758800653618626}",25,3,-9.651075006948888,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.099261251559645658}",20,12,13.265343239146274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.098766184002131538}",20,11,3.67418431532428,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.098273585604361544}",25,5,11.934747574487698,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.097783444051350046}",25,13,15.791090233987743,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.097295747089532758}",25,19,12.2655765077151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.096810482526460212}",20,0,12.71143706788792,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.096327638230493035}",30,12,22.371784002630832,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.095847202130498646}",20,9,1.2747694696995708,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.095369162215549613}",20,12,15.980238177086672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.094893506534623112}",20,14,13.799499816780472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.094420223196302347}",20,7,24.232650758158407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.093949300368479177}",25,3,37.641556975410474,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.093480726278058465}",20,9,-21.165630556918234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.093014489210663492}",25,7,31.995624101687465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,10,20.216061825979395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.092088979579281152}",30,13,23.26951424512795,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.091629683877504836}",20,16,6.739672722103745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.091172678922597852}",20,7,24.378178896117852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.090717953289412512}",30,11,0.05040056125730019,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.090265495609784266}",20,15,10.209445382324219,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.089815294572247628}",20,8,19.662956636250826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.089367338921753192}",20,0,22.675784168108898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.088921617459386343}",20,10,18.973913861722355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.088478119042087272}",25,7,19.692616254107687,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.088036832582372548}",25,8,30.590396810581062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.087597747048057631}",20,9,13.668559584110378,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.087160851461981298}",25,15,18.611599079094642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.086726134901731144}",20,9,12.16182483781571,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.086293586499370495}",20,0,-41.76817004226704,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
492,False,"{'a': 0.5, 'e': 0.085863195441166829}",25,15,18.99206385640854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.085434950967321233}",25,12,23.134306331916655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.085008842371699561}",20,9,21.20221518556187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.084584859001564691}",25,14,21.35105305366622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.084162990257310361}",25,12,25.95792774895515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.083743225592195963}",20,13,11.883793667123701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.083325554512082997}",25,2,-8.431578567676738,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.082909966575172661}",20,6,24.086880994842563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.082496451391744982}",25,13,23.531157527884524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,14,12.064734559705677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08167559798529346}",20,9,17.66299216473984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.081268239240891674}",30,24,14.31502113719332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.080862912206703663}",20,6,23.79041599274836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.080459606749532439}",25,3,38.874105521807365,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.080058312786720542}",20,10,15.288628014764033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.079659020285898011}",20,14,12.961982914839169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07926171926473155}",25,18,17.032570233537182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.078866399790674946}",20,8,20.783205145851472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.078473051980720729}",30,8,20.7352357328085,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.078081666001153127}",30,8,-14.860548123528764,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.077692232067302358}",25,14,21.51223140909974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.077304740443299741}",25,13,21.044991336566035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.076919181441834503}",30,19,20.623371134763882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.076535545423911513}",20,6,20.740813064318843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.076153822798610327}",20,12,15.085404685040452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.075774004022845481}",30,13,15.255925165942571,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.075396079601127763}",20,6,2.348813179654474,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.075020040085326978}",25,18,16.17484542517319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.074645876074435569}",20,12,-27.08695604724631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
