trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
521,False,"{'a': 0.5, 'e': 0.074273578214333877}",25,13,19.710249358186672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.073903137197555951}",20,12,12.051206752245339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.073534543763057097}",20,3,26.17819659828455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.073167788695982214}",25,19,9.601863600732855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.072802862827435588}",20,9,24.238769594085014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.072439757034251456}",30,11,37.484949535865034,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.0720784622387661}",25,13,23.38491925713358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.071718969408590766}",20,6,12.873556764319298,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.071361269556386053}",20,11,11.247284502890059,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.071005353739636984}",30,16,4.008288564338673,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.070651213060429596}",20,3,28.010025627837386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.070298838665228444}",25,17,13.966097413844405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.069948221744655356}",20,0,31.72364836006193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.069599353533269015}",30,16,28.699314459896122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.069252225309345994}",30,18,23.82092710280135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.068906828394662556}",25,10,-14.64077236588258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.068563154154277911}",20,10,18.70687755824271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.068221193996318125}",20,16,7.322355679839686,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.067880939371761442}",20,7,23.085844235786674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.067542381774224516}",25,17,-25.731703636908037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.067205512739749756}",35,20,29.564982003878193,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.066870323846593804}",20,14,11.427645162737596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.066536806715016855}",25,11,23.88077383001983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.066204953007073242}",30,13,32.818291919194834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.065874754426402948}",20,9,19.46350904539112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.065546202718024332}",30,18,-21.078524053724422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.065219289668127525}",30,0,5.316030814781216,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
548,False,"{'a': 0.5, 'e': 0.064894007103869264}",20,0,33.168632396939785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,16,7.213070920525199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.064248300944503081}",30,0,25.731169595335402,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
551,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,17,15.941533621768286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.063609019668771805}",20,16,9.622109059686961,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.063291768359640704}",30,16,26.606878247313883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.062976099348015069}",20,3,29.880241976129035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.062662004742153152}",20,11,17.87848940922964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.06234947668967343}",25,14,8.39933054816117,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.06203850737735829}",25,14,23.184855321961773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.061729089030958792}",30,8,43.57942428038423,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.061421213915000127}",25,5,35.16837870986178,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.061114874332588359}",20,15,2.7050805547476626,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.060810062625217952}",35,18,28.256487266424873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.060506771172580388}",20,8,23.465372984810326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.060204992392373542}",25,14,23.191856692129164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.059904718740112183}",25,11,26.984954845989797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.059605942708939368}",25,14,16.084006138478763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.05930865682943872}",25,12,25.283235273029728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.059012853669447841}",20,3,31.159794583788226,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.058718525833872284}",25,11,15.184652128381966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.058425665964500828}",20,8,14.109936729664833,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.058134266739821465}",20,3,14.856657943930195,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,8,-27.0630095637525,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.5, 'e': 0.057555821120890048}",25,6,32.597263255256685,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.057268760265467358}",25,13,24.508254628041442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.056983131132034036}",20,3,31.29749612817096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.056698926579846903}",20,2,-13.372940293445222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.5, 'e': 0.05641613950377735}",25,1,25.55978434118148,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,5,26.703381291414,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.055854789536484623}",25,17,15.526429773541523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.055576212611483058}",25,12,24.133398639476162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.055299025094691381}",20,16,8.302784427925847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.055023220056407231}",25,13,27.020011139981513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.054748790601490266}",25,13,24.31034016526721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.054475729869189859}",20,13,11.36884584721365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.054204031032973464}",20,16,9.014821379838349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.053933687300356019}",30,18,21.85186368474602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053664691912730107}",20,8,18.771490489817612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,12,22.200853832887052,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.053130719306398781}",20,11,17.269308555272676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.052865728738350368}",25,19,12.85008575586389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05260205981627384}",20,6,24.228161369411165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.052339705948432381}",20,1,27.559779049007968,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.052078660575965691}",25,14,22.50619657272575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.051818917172725833}",20,7,22.79251407969555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.051560469245114197}",25,13,21.439977818285847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.051303310331919108}",20,3,30.78809468238612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.051047434004154395}",20,11,17.516837616025352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.050792833864898503}",30,13,-11.276065243880053,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.050539503549134696}",20,0,23.534600084090133,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,6,28.828952002019136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.05003662708658628}",25,17,16.967645643051966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,11,17.131656030851993,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,20,16.95205277797118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,30.421512011559482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,14,19.144664991420083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,24.002722517339944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,30.840025319548605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",35,20,29.442521177782186,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,22.374014256780303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,17.223891598812283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,15.077939454185584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,31.312825017211438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
